"","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24","25","26","27","28","29","30","31","32","33","34","35","36","37","38","39","40","41","42","43","44","45","46","47","48","49","50","51","52","53","54","55","56","57","58","59","60","61","62","63","64","65","66","67","68","69"
"三月",0,0,0,0,0,0.0182064266409629,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"上線",0,0,0,0,0,0.0124017668957522,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0124017668957522,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"已",0,0,0,0,0,0.0105708470034982,0,0,0.123678909940929,0,0,0,0.0096624148391351,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0412263033136431,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"不再",0,0,0,0,0,0.0133249934111395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"什麼",0,0,0,0,0,0.0106327520743871,0,0,0.00528116824886775,0,0,0,0,0,0,0,0,0.00670131433259689,0,0,0,0,0,0,0,0.00480395425047609,0.00687462418602612,0,0,0,0,0,0,0,0,0,0,0.0103565766958316,0.00426447275710711,0,0,0,0,0,0.00460957459872272,0,0,0,0,0,0,0,0,0.0131810976128765,0,0,0,0,0.00643110004499218,0,0.0103565766958316,0,0,0,0,0,0,0,0
"今天下午",0,0,0,0,0,0.0132206586021126,0,0,0.00979660313681721,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0137548266264403,0,0
"元宵<b8>",0,0,0,0,0,0.0161875694218239,0,0,0,0,0,0,0,0,0,0,0,0.0068652638172914,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"天氣",0,0,0,0,0,0.00393562958386588,0,0.0378257732227109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0118068887515976,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"引<b0>",0,0,0,0,0,0.0121253833275421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00745053674342948,0.123678909940929,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00889776330510283,0,0,0,0,0,0,0
"民怨",0,0,0,0,0,0.0109455303020075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"用電量",0,0,0,0,0,0.0199716765593932,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0199716765593932,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"目標",0,0,0,0,0,0.0068667414843448,0,0,0,0,0,0,0,0,0.0146138344410415,0,0.00770188571892727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0146138344410415,0,0,0.0235026615752832,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"再",0,0,0,0,0,0.0146212359960205,0.00703578273492715,0.00454251992109375,0.004177495998863,0.00636570818874362,0,0,0.00556999466515066,0,0,0,0,0,0,0.00985009582889802,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00742665955353422,0,0,0,0,0,0,0
"多",0,0,0,0,0,0.00627824665032752,0,0,0.00791320671551698,0,0,0.00527547114367799,0.0098658161648004,0,0,0,0,0,0,0,0,0,0,0,0.00654886073008302,0,0.00506445229793087,0,0,0,0,0.00791320671551698,0,0,0,0,0,0,0,0,0,0.00783162726484155,0,0,0,0,0,0,0,0,0.00558579297565905,0.00627824665032752,0.00503091287873927,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.021101884574712,0
"好<a9>",0,0,0,0,0,0.0238811570225618,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"收看",0,0,0,0,0,0.00894080869228648,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0161875694218239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"而",0,0,0,0,0,0.0343552527613692,0,0,0,0,0,0,0,0,0,0,0.0181880749913131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0181880749913131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00909403749565657,0,0,0,0,0,0,0,0,0,0,0
"冷",0,0,0,0,0,0.0197156294240163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0199716765593932,0,0,0,0,0,0,0,0,0,0
"努力",0,0,0,0,0,0.0111652404247749,0,0,0.00461172974066788,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00631367762115245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0111652404247749,0,0,0,0,0,0,0,0,0,0,0,0,0.0119179532624001,0,0.00797517173198204,0,0
"我們",0,0,0,0,0,0.00671327747059248,0,0.00731515751968008,0,0,0.00613120138932723,0,0,0,0,0,0,0,0,0,0,0,0.0110489358370168,0,0,0,0,0,0,0,0.00731515751968008,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00561215788546884,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"步行",0,0,0,0,0,0.0202071328652446,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"享",0,0,0,0,0,0.0110667872466139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0171410388932517,0,0,0,0,0,0,0,0,0,0,0,0,0.0119987272252762,0,0,0,0,0,0,0,0,0,0.00857051944662584,0,0,0,0,0,0.00678499456191212,0,0,0,0,0,0,0,0,0,0,0,0
"和煦",0,0,0,0,0,0.00972936026845109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"妳",0,0,0,0,0,0.0168701751443785,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"忽",0,0,0,0,0,0.0322605103638115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"忽熱",0,0,0,0,0,0.0110774041610678,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"炎熱",0,0,0,0,0,0.012424656018495,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"直播",0,0,0,0,0,0.0124218881340375,0,0,0.0104605373760316,0.00856681940278447,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00983911931408909,0,0.00591518482573213,0,0,0.00788691310097618,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0310547203350937,0,0
"花生",0,0,0,0,0,0.0106056489315398,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0124017668957522
"城市",0,0,0,0,0,0.0055635634043895,0,0,0,0,0.0113411100166401,0,0,0,0.00941070831168011,0.00858841341065952,0.0589737720865287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0188214166233602,0,0,0.0229767943194268,0,0,0,0,0,0,0,0,0,0.00725087361719615,0,0,0,0,0,0,0,0,0,0,0.00858841341065952,0,0,0,0,0,0,0
"很多",0,0,0,0,0,0.00636570818874362,0.00926494162124071,0,0.0111399893303013,0,0,0,0,0.00406851784237092,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00926494162124071,0,0,0,0,0,0.0116969887968164,0,0,0.00985009582889802,0,0.005440459905496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"待",0,0,0,0,0,0.0270418983931949,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"政府",0,0,0,0,0,0.0100874255433738,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0146138344410415,0,0,0,0.0121263732595876,0,0,0,0,0,0,0,0,0,0,0.113987908640124,0,0,0,0,0,0,0,0,0,0,0,0.0485054930383505,0
"春天",0,0,0,0,0,0.017512848483212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"昨天",0,0,0,0,0,0.0144864663406127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00901806513918936,0,0,0,0,0,0,0,0,0.0114430910589714,0,0,0,0
"要辦",0,0,0,0,0,0.0195622243695453,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"個",0,0,0,0,0,0.00724905738430419,0,0,0.00421456824668848,0,0,0,0,0,0.00814500829697099,0,0,0,0,0,0.00717728453891503,0.00873380407747492,0,0,0,0,0,0,0,0,0,0,0.00979602349230295,0,0,0,0,0.00814500829697099,0,0.005450419085943,0.00703791979058659,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0069038641755278,0,0,0,0,0.00351895989529329,0.00647237266455731,0,0,0.00873380407747492,0
"<ae>",0,0,0,0,0,0.0189572071210026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"捏",0,0,0,0,0,0.0137548266264403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00856432601268926,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0137548266264403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"時候",0,0,0,0,0,0.0185279409044973,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0199716765593932,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"氣體",0,0,0,0,0,0.0127697853523421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"神秘",0,0,0,0,0,0.0197725708681425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"記者<b7>",0,0,0,0,0,0.0172788662367784,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0068652638172914,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"停",0,0,0,0,0,0.0135209491965975,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"問題",0,0,0,0,0,0.0279616363579085,0,0,0,0,0,0,0,0,0,0,0.00687581221915783,0.0052757804448884,0.00655350852138481,0,0,0,0,0,0,0,0.00892392649720484,0,0,0,0,0,0,0,0,0.00901988269609952,0,0,0,0.00687581221915783,0,0,0,0,0,0.0107544755222725,0,0,0,0.0178478529944097,0,0,0,0,0.00769586321777299,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"基金<b7>",0,0,0,0,0,0.00856681940278447,0,0,0.0174342289600526,0,0,0,0,0,0.00747181241145112,0.00482403422681067,0,0,0,0,0,0,0,0,0,0,0,0,0.00856681940278447,0,0,0,0,0,0.00720109457045651,0,0,0,0,0,0,0,0,0,0,0.0104605373760316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"排放",0,0,0,0,0,0.00943447297590966,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00813660896864166,0,0,0,0,0,0,0
"<b3>",0,0,0,0,0,0.00645698234524037,0,0,0,0,0,0,0,0,0.00636407612444554,0.00811565670915533,0,0,0,0,0,0,0.0388838057713376,0,0,0,0,0.00867261354213657,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0055635634043895,0,0,0,0,0.0113411100166401,0,0,0,0,0,0,0,0,0,0.00359596171259321,0,0,0,0.00532895530902368,0,0
"術",0,0,0,0,0,0.0199716765593932,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00746514123821978
"這些",0,0,0,0,0,0.00661384545138659,0.0078277791101854,0,0,0,0,0,0.00758766318656008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0102213975157793,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"這週",0,0,0,0,0,0.183884909073726,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"造成",0,0,0,0,0,0.010238555158027,0,0,0,0,0,0,0,0,0,0,0,0,0.0143339772212378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0238899620353964
"創下",0,0,0,0,0,0.0101842324177038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0101842324177038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"喊出",0,0,0,0,0,0.0132291301491889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"單車",0,0,0,0,0,0.0184017275137513,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0176847770911376,0,0,0,0,0,0,0,0,0,0,0,0.0259376730670018,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"場",0,0,0,0,0,0.00769223114172113,0,0,0.0188214166233602,0,0.0260178406264097,0,0.0351499303826992,0.0140413743063164,0.0276439556655603,0,0,0.00614310125901341,0,0,0,0,0,0.00463144806962267,0,0,0,0,0,0,0,0,0,0,0.0146215963850898,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"就夠",0,0,0,0,0,0.0157166588951902,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"提醒",0,0,0,0,0,0.0145940404026766,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"減少",0,0,0,0,0,0.00704915202300215,0,0.00878376011243199,0,0,0,0,0.0218830197583632,0,0,0.00892392649720484,0,0,0,0.00555529199163745,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00729433991945439,0,0.00723145767876944,0.00892392649720484,0,0.00616800802012688,0,0,0,0,0,0,0,0,0,0.00530917146036238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"超出",0,0,0,0,0,0.0150725335306332,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"亂",0,0,0,0,0,0.00607914212507854,0,0,0.0164063594700915,0.00810552283343805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"新高",0,0,0,0,0,0.0191546780285131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"溫室",0,0,0,0,0,0.00747499630380998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"經濟",0,0,0,0,0,0.00813731026101051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00839427795346348,0.00687462418602612,0.00463637445104087,0,0.0139904632557725,0,0,0,0,0,0,0,0,0,0,0.00960790850095217,0,0.0207131533916631,0,0.00632901909189707,0,0,0.0079745640557903,0,0,0.00463637445104087,0,0,0,0,0,0,0,0.00599591282390248,0,0,0,0,0,0,0,0,0,0,0,0
"跟大眾",0,0,0,0,0,0.0158521473339419,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"運輸",0,0,0,0,0,0.00822120005751578,0,0.0154845903995928,0,0,0,0,0,0,0,0,0,0,0.00876325720416517,0,0,0,0,0,0.00582084967575935,0,0,0,0,0,0,0,0,0,0,0,0,0.00681586671435069,0,0,0.079745640557903,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00573709644301461,0.00731611381265165,0,0,0,0,0,0.079745640557903,0.00876325720416517,0,0,0.0124602563371723,0
"達",0,0,0,0,0,0.00330290367256361,0.0075966784468963,0.0079965036283119,0,0,0,0.0133275060471865,0,0,0.00550483945427268,0,0.00593490503663774,0.00571178830593707,0,0.0101741229199504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.026655012094373,0,0,0,0,0,0,0,0,0,0,0.0183052492696297,0,0,0,0.00602910987848913,0.00949584805862038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"過了",0,0,0,0,0,0.00805140887472918,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0133723399571589,0,0,0,0,0,0,0,0,0,0,0,0
"電力公司",0,0,0,0,0,0.0287320170427696,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"綠電",0,0,0,0,0,0.0122454366278148,0.014901073486859,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.013018832625361,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0160621960962246,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"網路",0,0,0,0,0,0.0148294281511069,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"嘿嘿",0,0,0,0,0,0.0157166588951902,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"歷史",0,0,0,0,0,0.0111436166309658,0.0345577324735567,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"點台",0,0,0,0,0,0.0122589939382484,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"讓",0,0,0,0,0,0.00814416592948792,0,0,0.0120697710897447,0,0,0,0,0,0,0,0.00921812187623358,0,0,0.00655350852138481,0,0.0082240106935025,0.00612298606377559,0,0,0,0.00864792877048717,0,0,0,0,0.00603488554487234,0,0,0,0,0,0,0,0,0,0,0,0.00847322313876016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00612298606377559
"入侵",0,0,0,0,0,0,0.0158521473339419,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"力<a7>",0,0,0,0,0,0,0.0112812827652592,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"下方",0,0,0,0,0,0,0.0134222561367683,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"上",0,0,0,0,0,0,0.0217882880710975,0,0,0,0,0,0,0,0,0,0,0,0,0.00607861659954533,0,0,0,0,0,0,0,0,0.00499314934962652,0.0108941440355488,0,0,0,0,0,0,0,0,0,0,0,0,0.00607861659954533,0,0,0,0,0,0,0,0,0,0,0.00882999042881321,0,0.0104856136342157,0,0,0.00882999042881321,0,0.00487702959730962,0.0113357985234764,0,0,0,0,0,0,0
"上周",0,0,0,0,0,0,0.00822363152445601,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0163597776071625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"大暖化",0,0,0,0,0,0,0.183884909073726,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"川普",0,0,0,0,0,0,0.00857051944662584,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0128076301842836,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00775427949932814,0.0112859315485271,0,0,0,0,0,0,0,0,0,0,0,0.0308075428757091
